Geneid,logFC,AveExpr,t,P.Value,adj.P.Val,B
PRPF19,5.648482358109973,1.9709004889456858,169.86515705115696,2.33754473914784e-307,6.655323807316635e-306,691.6223928604254
APRT,5.8239358262107626,1.944644317332473,169.8044998815712,2.6074516359641207e-307,7.39736812879216e-306,691.5163111110274
PSMC1,5.459055178766924,1.8606074572219369,169.79354510234407,2.65943094433103e-307,7.518079251137224e-306,691.4971483697652
CSE1L,6.319141465426614,2.189341573945537,169.7294861016134,2.984885822089691e-307,8.408307340529689e-306,691.3850668004368
CLIC1,6.962542095013377,2.2706868562273552,169.56205077582524,4.037076216912424e-307,1.1332243521558395e-305,691.0919032423217
PAICS,6.118568467932495,2.0844363846969283,169.55633553340533,4.078922893318623e-307,1.140953449317055e-305,691.0818910630397
ELAVL1,5.673244030242747,1.9754797862400302,168.61062002685333,2.257690168266801e-306,6.293113993504523e-305,689.420288216795
PUF60,5.090157072240658,1.7784009642083443,168.55972158437189,2.476136660590129e-306,6.877965664886588e-305,689.3305855466402
NOP56,6.165061705249901,2.1044479502277054,167.67524913171013,1.2378771231516096e-305,3.4265126478349417e-304,687.7672852561717
ANXA7,6.033977367240854,1.94701927427581,167.52835830122046,1.6184475169273756e-305,4.464451074375446e-304,687.5068256327842
FASN,7.96358659059934,2.715723442184588,167.41300734588145,1.9979849238664586e-305,5.492391659677037e-304,687.3021243560952
ANXA2,9.412771752840996,3.076543452324482,167.34706392816074,2.2538480775507361e-305,6.174459406953425e-304,687.1850355397362
ATP5F1A,9.175641203318536,2.8925629057469626,167.14992823731174,3.232147043483468e-305,8.824204188578839e-304,686.8347159396446
